transaction_id,transaction_date,year,quarter,month,month_num,day_of_week,customer_id,customer_segment,region,city,product_category,product_name,quantity,unit_price,gross_revenue,discount_rate,discount_amount,net_revenue,cost,profit,sales_channel,sales_rep,order_status,profit_margin,revenue_per_unit,is_high_value,days_since_start
TXN003434,2022-12-07,2022,Q4,December,12,Wednesday,CUST7720,Smb,North,Newcastle,Stationery,Sticky Notes,19,12.93,319.37,0.01,3.19,316.18,216.26,99.92,Direct Sales,Rep_19,Pending,31.6,16.64,False,340
TXN003435,2023-06-06,2023,Q2,June,6,Tuesday,CUST9392,Individual,North,Leeds,Stationery,Stapler,5,51.48,257.4,0.02,5.15,252.25,173.11,79.14,Partner,Rep_04,Completed,31.37,50.45,False,521
TXN003436,2024-11-19,2024,Q4,November,11,Tuesday,CUST5806,Smb,South,Southampton,Electronics,Bluetooth Headphones,12,1396.37,21783.37,0.01,217.83,21565.54,11332.02,10233.52,Online,Rep_04,Completed,47.45,1797.13,True,1053
TXN003437,2024-11-25,2024,Q4,November,11,Monday,CUST8634,Individual,South,Bristol,Software,Productivity Suite,1,86.78,112.81,0.02,2.26,110.55,44.58,65.97,Retail,Rep_09,Completed,59.67,110.55,False,1059
TXN003438,2024-07-16,2024,Q3,July,7,Tuesday,CUST8694,Enterprise,South,Bristol,Electronics,Bluetooth Headphones,21,847.6,17799.6,0.07,1245.97,16553.63,8695.31,7858.32,Direct Sales,Rep_12,Cancelled,47.47,788.27,True,927
TXN003439,2022-06-09,2022,Q2,June,6,Thursday,CUST1006,Government,West,Plymouth,Furniture,Office Chair,5,241.28,1206.4,0.06,72.38,1134.02,789.04,344.98,Retail,Rep_02,Completed,30.42,226.8,False,159
TXN003440,2024-05-30,2024,Q2,May,5,Thursday,CUST2732,Government,South,London,Furniture,Desk Lamp,4,508.77,2035.08,0.05,101.75,1933.33,1173.25,760.08,Retail,Rep_18,Completed,39.31,483.33,False,880
TXN003441,2023-06-13,2023,Q2,June,6,Tuesday,CUST3356,Individual,North,Manchester,Software,Security Pack,1,161.04,161.04,0.02,3.22,157.82,78.98,78.84,Partner,Rep_01,Completed,49.96,157.82,False,528
TXN003442,2022-07-30,2022,Q3,July,7,Saturday,CUST9871,Individual,East,Cambridge,Software,Productivity Suite,4,152.01,608.04,0.01,6.08,601.96,309.16,292.8,Online,Rep_11,Completed,48.64,150.49,False,210
TXN003443,2024-06-20,2024,Q2,June,6,Thursday,CUST2458,Individual,North,Liverpool,Software,Project Manager,1,210.1,210.1,0.03,6.3,203.8,105.51,98.29,Direct Sales,Rep_14,Completed,48.23,203.8,False,901
TXN003444,2022-04-26,2022,Q2,April,4,Tuesday,CUST3629,Smb,East,Ipswich,Furniture,Desk Lamp,8,225.33,1802.64,0.01,18.03,1784.61,1045.6,739.01,Direct Sales,Rep_14,Completed,41.41,223.08,False,115
TXN003445,2023-03-19,2023,Q1,March,3,Sunday,CUST2770,Government,East,Ipswich,Stationery,Pen Collection,5,46.84,234.2,0.05,11.71,222.49,151.15,71.34,Retail,Rep_19,Completed,32.06,44.5,False,442
TXN003446,2023-11-16,2023,Q4,November,11,Thursday,CUST4213,Government,West,Exeter,Stationery,Pen Collection,4,25.9,134.68,0.01,1.35,133.33,71.79,61.54,Retail,Rep_04,Cancelled,46.16,33.33,False,684
TXN003447,2024-06-14,2024,Q2,June,6,Friday,CUST6686,Smb,East,Ipswich,Stationery,Pen Collection,3,93.27,279.81,0.02,5.6,274.21,156.42,117.79,Partner,Rep_20,Completed,42.96,91.4,False,895
TXN003448,2022-09-21,2022,Q3,September,9,Wednesday,CUST2001,Government,West,Cardiff,Stationery,Stapler,3,56.85,170.55,0.1,17.06,153.49,74.14,79.35,Direct Sales,Rep_15,Completed,51.7,51.16,False,263
TXN003449,2023-09-05,2023,Q3,September,9,Tuesday,CUST5314,Smb,East,Norwich,Furniture,Office Chair,11,381.54,4196.94,0.04,167.88,4029.06,2794.71,1234.35,Online,Rep_02,Completed,30.64,366.28,False,612
TXN003450,2024-08-05,2024,Q3,August,8,Monday,CUST6910,Government,East,Cambridge,Software,Design Pro,1,64.85,64.85,0.14,9.08,55.77,28.5,27.27,Partner,Rep_16,Completed,48.9,55.77,False,947
TXN003451,2024-08-10,2024,Q3,August,8,Saturday,CUST8567,Government,East,Ipswich,Electronics,Wireless Mouse,2,1414.1,2828.2,0.01,28.28,2799.92,1500.29,1299.63,Retail,Rep_15,Completed,46.42,1399.96,False,952
TXN003452,2024-09-27,2024,Q3,September,9,Friday,CUST7475,Individual,North,Manchester,Stationery,Notebook Set,3,65.93,197.79,0.0,0.0,197.79,89.18,108.61,Online,Rep_08,Completed,54.91,65.93,False,1000
TXN003453,2024-04-15,2024,Q2,April,4,Monday,CUST2938,Enterprise,North,Liverpool,Electronics,USB-C Hub,14,264.83,3707.62,0.08,296.61,3411.01,1506.81,1904.2,Retail,Rep_19,Completed,55.83,243.64,False,835
TXN003454,2023-10-13,2023,Q4,October,10,Friday,CUST3938,Individual,North,Manchester,Electronics,Wireless Mouse,1,283.23,368.2,0.02,7.36,360.84,172.13,188.71,Online,Rep_15,Completed,52.3,360.84,False,650
TXN003455,2022-04-23,2022,Q2,April,4,Saturday,CUST4942,Government,East,Cambridge,Stationery,Sticky Notes,1,72.48,72.48,0.04,2.9,69.58,47.87,21.71,Direct Sales,Rep_16,Completed,31.2,69.58,False,112
TXN003456,2023-08-23,2023,Q3,August,8,Wednesday,CUST3234,Government,East,Ipswich,Stationery,Paper Ream,2,27.6,55.2,0.12,6.62,48.58,31.83,16.75,Direct Sales,Rep_18,Completed,34.48,24.29,False,599
TXN003457,2023-09-22,2023,Q3,September,9,Friday,CUST4394,Individual,North,Manchester,Software,Security Pack,5,406.39,2031.95,0.01,20.32,2011.63,858.48,1153.15,Direct Sales,Unassigned,Completed,57.32,402.33,False,629
TXN003458,2022-04-11,2022,Q2,April,4,Monday,CUST4298,Individual,East,Norwich,Software,Security Pack,3,443.49,1330.47,0.05,66.52,1263.95,550.61,713.34,Direct Sales,Rep_16,Completed,56.44,421.32,False,100
TXN003459,2023-02-03,2023,Q1,February,2,Friday,CUST8436,Enterprise,South,London,Furniture,Bookshelf,11,690.78,7598.58,0.09,683.87,6914.71,3868.06,3046.65,Direct Sales,Rep_03,Completed,44.06,628.61,True,398
TXN003460,2022-02-04,2022,Q1,February,2,Friday,CUST2098,Government,South,Brighton,Software,Design Pro,5,496.13,2480.65,0.02,49.61,2431.04,1034.38,1396.66,Retail,Rep_01,Completed,57.45,486.21,False,34
TXN003461,2022-05-05,2022,Q2,May,5,Thursday,CUST8858,Enterprise,South,Bristol,Furniture,Standing Desk,47,668.54,31421.38,0.12,3770.57,27650.81,14790.96,12859.85,Direct Sales,Rep_11,Completed,46.51,588.32,True,124
TXN003462,2024-01-03,2024,Q1,January,1,Wednesday,CUST2138,Smb,East,Norwich,Software,Security Pack,16,181.39,2902.24,0.03,87.07,2815.17,1568.08,1247.09,Partner,Rep_08,Completed,44.3,175.95,False,732
TXN003463,2024-03-14,2024,Q1,March,3,Thursday,CUST4793,Individual,North,Leeds,Furniture,Bookshelf,1,187.43,187.43,0.02,3.75,183.68,92.48,91.2,Direct Sales,Rep_03,Completed,49.65,183.68,False,803
TXN003464,2022-01-21,2022,Q1,January,1,Friday,CUST6983,Government,North,Leeds,Electronics,Webcam HD,4,877.55,3510.2,0.09,315.92,3194.28,1866.93,1327.35,Direct Sales,Rep_08,Completed,41.55,798.57,False,20
TXN003465,2022-07-03,2022,Q3,July,7,Sunday,CUST4607,Smb,West,Cardiff,Electronics,Bluetooth Headphones,12,778.04,9336.48,0.04,373.46,8963.02,6134.39,2828.63,Direct Sales,Rep_10,Completed,31.56,746.92,True,183
TXN003466,2022-04-18,2022,Q2,April,4,Monday,CUST9538,Smb,West,Exeter,Furniture,Bookshelf,13,775.85,10086.05,0.03,302.58,9783.47,6039.98,3743.49,Direct Sales,Rep_06,Completed,38.26,752.57,True,107
TXN003467,2022-01-04,2022,Q1,January,1,Tuesday,CUST6049,Individual,East,Ipswich,Electronics,USB-C Hub,1,973.02,973.02,0.02,19.46,953.56,397.71,555.85,Retail,Rep_04,Completed,58.29,953.56,False,3
TXN003468,2024-08-12,2024,Q3,August,8,Monday,CUST2682,Government,South,Brighton,Electronics,Wireless Mouse,5,626.67,3133.35,0.01,31.33,3102.02,1561.31,1540.71,Retail,Rep_09,Completed,49.67,620.4,False,954
TXN003469,2024-12-20,2024,Q4,December,12,Friday,CUST4421,Smb,North,Manchester,Furniture,Desk Lamp,5,599.24,3895.06,0.04,155.8,3739.26,1753.21,1986.05,Online,Rep_16,Completed,53.11,747.85,False,1084
TXN003470,2022-05-19,2022,Q2,May,5,Thursday,CUST6596,Government,West,Cardiff,Electronics,Wireless Mouse,1,1491.62,1491.62,0.02,29.83,1461.79,678.83,782.96,Partner,Rep_02,Completed,53.56,1461.79,False,138
TXN003471,2024-10-08,2024,Q4,October,10,Tuesday,CUST3960,Smb,South,London,Software,Design Pro,14,96.56,1757.39,0.02,35.15,1722.24,1120.67,601.57,Partner,Rep_20,Completed,34.93,123.02,False,1011
TXN003472,2022-08-30,2022,Q3,August,8,Tuesday,CUST3627,Enterprise,East,Colchester,Furniture,Filing Cabinet,28,289.15,8096.2,0.09,728.66,7367.54,4531.85,2835.69,Direct Sales,Rep_18,Completed,38.49,263.13,True,241
TXN003473,2024-01-23,2024,Q1,January,1,Tuesday,CUST2047,Smb,West,Cardiff,Software,Security Pack,3,430.24,1290.72,0.03,38.72,1252.0,776.48,475.52,Partner,Rep_10,Pending,37.98,417.33,False,752
TXN003474,2022-06-03,2022,Q2,June,6,Friday,CUST8192,Government,East,Cambridge,Stationery,Paper Ream,5,77.98,389.9,0.14,54.59,335.31,232.61,102.7,Direct Sales,Rep_06,Completed,30.63,67.06,False,153
TXN003475,2024-05-04,2024,Q2,May,5,Saturday,CUST6107,Government,East,Colchester,Stationery,Stapler,3,47.59,142.77,0.13,18.56,124.21,61.73,62.48,Retail,Rep_16,Completed,50.3,41.4,False,854
TXN003476,2022-01-10,2022,Q1,January,1,Monday,CUST1856,Government,West,Plymouth,Stationery,Notebook Set,5,63.92,319.6,0.06,19.18,300.42,145.41,155.01,Retail,Rep_11,Completed,51.6,60.08,False,9
TXN003477,2024-02-06,2024,Q1,February,2,Tuesday,CUST7763,Government,South,Southampton,Electronics,USB-C Hub,2,603.53,1207.06,0.06,72.42,1134.64,582.49,552.15,Online,Rep_20,Completed,48.66,567.32,False,766
TXN003478,2024-01-02,2024,Q1,January,1,Tuesday,CUST7511,Government,North,Liverpool,Electronics,Webcam HD,4,1100.41,4401.64,0.03,132.05,4269.59,2609.73,1659.86,Online,Rep_06,Completed,38.88,1067.4,False,731
TXN003479,2022-03-06,2022,Q1,March,3,Sunday,CUST8613,Individual,West,Cardiff,Stationery,Notebook Set,2,87.3,174.6,0.0,0.0,174.6,102.03,72.57,Online,Rep_06,Completed,41.56,87.3,False,64
TXN003480,2022-08-14,2022,Q3,August,8,Sunday,CUST5615,Individual,North,Leeds,Furniture,Standing Desk,2,786.39,1572.78,0.04,62.91,1509.87,775.18,734.69,Retail,Rep_11,Cancelled,48.66,754.94,False,225
TXN003481,2022-07-16,2022,Q3,July,7,Saturday,CUST8721,Enterprise,West,Plymouth,Stationery,Stapler,13,70.33,914.29,0.1,91.43,822.86,563.13,259.73,Partner,Rep_09,Completed,31.56,63.3,False,196
TXN003482,2023-05-08,2023,Q2,May,5,Monday,CUST9195,Individual,South,Southampton,Stationery,Pen Collection,3,48.99,146.97,0.01,1.47,145.5,73.4,72.1,Online,Rep_20,Completed,49.55,48.5,False,492
TXN003483,2022-10-21,2022,Q4,October,10,Friday,CUST2297,Smb,West,Plymouth,Furniture,Desk Lamp,3,521.37,2033.34,0.0,0.0,2033.34,868.12,1165.22,Online,Rep_10,Completed,57.31,677.78,False,293
TXN003484,2024-07-25,2024,Q3,July,7,Thursday,CUST5704,Government,North,Manchester,Furniture,Office Chair,1,286.47,286.47,0.08,22.92,263.55,153.66,109.89,Direct Sales,Rep_04,Pending,41.7,263.55,False,936
TXN003485,2022-04-21,2022,Q2,April,4,Thursday,CUST7381,Enterprise,East,Ipswich,Stationery,Notebook Set,22,90.99,2001.78,0.01,20.02,1981.76,1296.21,685.55,Retail,Rep_12,Completed,34.59,90.08,False,110
TXN003486,2024-01-22,2024,Q1,January,1,Monday,CUST5465,Smb,East,Ipswich,Furniture,Bookshelf,11,160.71,1767.81,0.01,17.68,1750.13,1054.93,695.2,Online,Rep_10,Completed,39.72,159.1,False,751
TXN003487,2024-11-18,2024,Q4,November,11,Monday,CUST5447,Enterprise,West,Plymouth,Furniture,Desk Lamp,16,505.67,10517.94,0.05,525.9,9992.04,4101.22,5890.82,Retail,Rep_12,Completed,58.96,624.5,True,1052
TXN003488,2023-11-17,2023,Q4,November,11,Friday,CUST8503,Individual,North,Leeds,Electronics,Webcam HD,1,1186.87,1542.93,0.05,77.15,1465.78,962.22,503.56,Retail,Rep_19,Cancelled,34.35,1465.78,False,685
TXN003489,2022-03-02,2022,Q1,March,3,Wednesday,CUST2847,Smb,West,Plymouth,Software,Productivity Suite,7,417.32,2921.24,0.04,116.85,2804.39,1342.65,1461.74,Partner,Rep_18,Completed,52.12,400.63,False,60
TXN003490,2023-10-04,2023,Q4,October,10,Wednesday,CUST8936,Government,East,Cambridge,Stationery,Stapler,5,72.39,470.54,0.09,42.35,428.19,188.16,240.03,Online,Rep_05,Completed,56.06,85.64,False,641
TXN003491,2022-08-15,2022,Q3,August,8,Monday,CUST8126,Enterprise,East,Norwich,Stationery,Paper Ream,12,54.76,657.12,0.0,0.0,657.12,296.3,360.82,Direct Sales,Rep_08,Completed,54.91,54.76,False,226
TXN003492,2022-06-07,2022,Q2,June,6,Tuesday,CUST7287,Enterprise,East,Ipswich,Furniture,Office Chair,35,768.46,26896.1,0.03,806.88,26089.22,12477.86,13611.36,Partner,Rep_09,Pending,52.17,745.41,True,157
TXN003493,2023-12-10,2023,Q4,December,12,Sunday,CUST6874,Individual,South,Bristol,Software,Design Pro,5,159.23,1035.0,0.04,41.4,993.6,662.91,330.69,Online,Rep_17,Completed,33.28,198.72,False,708
TXN003494,2022-01-06,2022,Q1,January,1,Thursday,CUST2965,Smb,North,Manchester,Electronics,Webcam HD,12,1235.28,14823.36,0.04,592.93,14230.43,9689.07,4541.36,Direct Sales,Rep_07,Completed,31.91,1185.87,True,5
TXN003495,2023-06-29,2023,Q2,June,6,Thursday,CUST8244,Enterprise,East,Norwich,Furniture,Standing Desk,11,720.89,7929.79,0.02,158.6,7771.19,4281.67,3489.52,Retail,Rep_20,Completed,44.9,706.47,True,544
TXN003496,2023-05-19,2023,Q2,May,5,Friday,CUST4145,Smb,North,Manchester,Software,Project Manager,18,381.36,6864.48,0.05,343.22,6521.26,2962.71,3558.55,Direct Sales,Rep_02,Completed,54.57,362.29,True,503
TXN003497,2024-11-29,2024,Q4,November,11,Friday,CUST9041,Enterprise,East,Norwich,Stationery,Pen Collection,42,89.26,4873.6,0.05,243.68,4629.92,2006.71,2623.21,Retail,Rep_02,Completed,56.66,110.24,False,1063
TXN003498,2022-10-17,2022,Q4,October,10,Monday,CUST4053,Individual,North,Manchester,Stationery,Stapler,1,21.98,28.57,0.02,0.57,28.0,17.13,10.87,Direct Sales,Rep_18,Completed,38.82,28.0,False,289
TXN003499,2023-04-03,2023,Q2,April,4,Monday,CUST5518,Smb,West,Exeter,Electronics,Wireless Mouse,3,245.39,736.17,0.04,29.45,706.72,439.34,267.38,Partner,Rep_16,Completed,37.83,235.57,False,457
TXN003500,2023-11-12,2023,Q4,November,11,Sunday,CUST5029,Individual,South,Brighton,Electronics,Bluetooth Headphones,5,502.43,3265.8,0.01,32.66,3233.14,1450.63,1782.51,Online,Rep_03,Completed,55.13,646.63,False,680
TXN003501,2023-11-17,2023,Q4,November,11,Friday,CUST7029,Individual,West,Exeter,Furniture,Desk Lamp,1,264.2,343.46,0.02,6.87,336.59,180.25,156.34,Retail,Rep_02,Completed,46.45,336.59,False,685
TXN003502,2022-03-31,2022,Q1,March,3,Thursday,CUST1161,Government,South,Southampton,Furniture,Office Chair,3,431.26,1293.78,0.1,129.38,1164.4,540.19,624.21,Retail,Rep_05,Completed,53.61,388.13,False,89
TXN003503,2022-09-19,2022,Q3,September,9,Monday,CUST2645,Enterprise,East,Norwich,Electronics,Wireless Mouse,43,552.12,23741.16,0.06,1424.47,22316.69,15079.85,7236.84,Direct Sales,Rep_19,Completed,32.43,518.99,True,261
TXN003504,2022-09-29,2022,Q3,September,9,Thursday,CUST6832,Individual,East,Ipswich,Electronics,Webcam HD,4,1155.87,4623.48,0.01,46.23,4577.25,2235.63,2341.62,Partner,Rep_05,Completed,51.16,1144.31,False,271
TXN003505,2022-04-23,2022,Q2,April,4,Saturday,CUST3057,Enterprise,East,Ipswich,Stationery,Paper Ream,31,85.3,2644.3,0.03,79.33,2564.97,1223.85,1341.12,Retail,Rep_01,Pending,52.29,82.74,False,112
TXN003506,2024-02-26,2024,Q1,February,2,Monday,CUST5236,Individual,East,Ipswich,Stationery,Notebook Set,3,72.44,217.32,0.02,4.35,212.97,118.21,94.76,Retail,Rep_10,Completed,44.49,70.99,False,786
TXN003507,2022-11-24,2022,Q4,November,11,Thursday,CUST7208,Individual,West,Plymouth,Stationery,Pen Collection,5,89.63,582.6,0.01,5.83,576.77,235.01,341.76,Online,Rep_08,Cancelled,59.25,115.35,False,327
TXN003508,2024-09-01,2024,Q3,September,9,Sunday,CUST2604,Smb,North,Leeds,Stationery,Pen Collection,17,73.26,1245.42,0.02,24.91,1220.51,681.14,539.37,Retail,Rep_20,Completed,44.19,71.79,False,974
TXN003509,2024-09-20,2024,Q3,September,9,Friday,CUST6931,Individual,West,Birmingham,Software,Design Pro,1,123.45,123.45,0.01,1.23,122.22,60.52,61.7,Direct Sales,Rep_01,Completed,50.48,122.22,False,993
TXN003510,2024-12-15,2024,Q4,December,12,Sunday,CUST5718,Government,North,Leeds,Furniture,Bookshelf,4,267.28,1389.86,0.14,194.58,1195.28,493.73,701.55,Direct Sales,Rep_10,Pending,58.69,298.82,False,1079
TXN003511,2024-09-16,2024,Q3,September,9,Monday,CUST1851,Government,West,Birmingham,Stationery,Pen Collection,5,24.51,122.55,0.14,17.16,105.39,61.26,44.13,Direct Sales,Rep_18,Pending,41.87,21.08,False,989
TXN003512,2024-07-22,2024,Q3,July,7,Monday,CUST2588,Enterprise,East,Cambridge,Furniture,Standing Desk,17,745.44,12672.48,0.15,1900.87,10771.61,5795.25,4976.36,Partner,Rep_12,Completed,46.2,633.62,True,933
TXN003513,2023-01-03,2023,Q1,January,1,Tuesday,CUST9641,Individual,South,London,Software,Design Pro,1,445.56,445.56,0.03,13.37,432.19,217.82,214.37,Partner,Rep_17,Completed,49.6,432.19,False,367
TXN003514,2024-11-22,2024,Q4,November,11,Friday,CUST5428,Smb,North,Manchester,Electronics,Webcam HD,19,845.99,20895.95,0.01,208.96,20686.99,9112.02,11574.97,Online,Rep_01,Completed,55.95,1088.79,True,1056
TXN003515,2023-01-24,2023,Q1,January,1,Tuesday,CUST4081,Individual,East,Ipswich,Furniture,Desk Lamp,5,271.93,1359.65,0.03,40.79,1318.86,809.37,509.49,Direct Sales,Rep_20,Completed,38.63,263.77,False,388
TXN003516,2022-01-26,2022,Q1,January,1,Wednesday,CUST5768,Smb,South,Brighton,Stationery,Notebook Set,3,79.77,239.31,0.04,9.57,229.74,134.14,95.6,Partner,Rep_03,Completed,41.61,76.58,False,25
TXN003517,2024-07-30,2024,Q3,July,7,Tuesday,CUST4629,Smb,West,Cardiff,Furniture,Office Chair,2,571.16,1142.32,0.03,34.27,1108.05,661.06,446.99,Partner,Rep_16,Completed,40.34,554.02,False,941
TXN003518,2022-12-16,2022,Q4,December,12,Friday,CUST1465,Government,West,Cardiff,Stationery,Sticky Notes,1,90.6,117.78,0.14,16.49,101.29,45.59,55.7,Online,Rep_16,Completed,54.99,101.29,False,349
TXN003519,2024-06-03,2024,Q2,June,6,Monday,CUST2826,Smb,South,Southampton,Electronics,Laptop Pro,10,1194.81,11948.1,0.01,119.48,11828.62,6943.94,4884.68,Retail,Rep_06,Cancelled,41.3,1182.86,True,884
TXN003520,2024-06-21,2024,Q2,June,6,Friday,CUST3348,Smb,North,Liverpool,Software,Project Manager,20,90.51,1810.2,0.02,36.2,1774.0,979.28,794.72,Online,Rep_12,Completed,44.8,88.7,False,902
TXN003521,2024-04-10,2024,Q2,April,4,Wednesday,CUST1862,Individual,North,Manchester,Stationery,Notebook Set,1,36.71,36.71,0.04,1.47,35.24,19.03,16.21,Partner,Rep_13,Completed,46.0,35.24,False,830
TXN003522,2022-09-16,2022,Q3,September,9,Friday,CUST6562,Government,West,Cardiff,Furniture,Office Chair,1,209.87,209.87,0.0,0.0,209.87,108.25,101.62,Partner,Rep_14,Completed,48.42,209.87,False,258
TXN003523,2023-12-16,2023,Q4,December,12,Saturday,CUST4879,Individual,South,Bristol,Software,Security Pack,1,487.19,633.35,0.04,25.33,608.02,342.94,265.08,Retail,Rep_12,Completed,43.6,608.02,False,714
TXN003524,2024-03-06,2024,Q1,March,3,Wednesday,CUST3851,Enterprise,South,London,Furniture,Office Chair,17,274.8,4671.6,0.15,700.74,3970.86,2153.69,1817.17,Direct Sales,Rep_05,Completed,45.76,233.58,False,795
TXN003525,2022-08-20,2022,Q3,August,8,Saturday,CUST2416,Enterprise,North,Leeds,Electronics,Wireless Mouse,19,694.84,13201.96,0.07,924.14,12277.82,6247.92,6029.9,Direct Sales,Rep_13,Completed,49.11,646.2,True,231
TXN003526,2023-08-27,2023,Q3,August,8,Sunday,CUST3616,Individual,South,Brighton,Furniture,Bookshelf,4,701.76,2807.04,0.02,56.14,2750.9,1774.48,976.42,Partner,Rep_09,Completed,35.49,687.72,False,603
TXN003527,2023-04-01,2023,Q2,April,4,Saturday,CUST7071,Individual,North,Liverpool,Electronics,Bluetooth Headphones,3,468.19,1404.57,0.01,14.05,1390.52,972.96,417.56,Online,Rep_10,Completed,30.03,463.51,False,455
TXN003528,2023-02-22,2023,Q1,February,2,Wednesday,CUST7949,Government,East,Colchester,Software,Design Pro,2,385.41,770.82,0.03,23.12,747.7,503.54,244.16,Retail,Rep_16,Completed,32.65,373.85,False,417
TXN003529,2024-10-06,2024,Q4,October,10,Sunday,CUST6827,Individual,North,Liverpool,Stationery,Paper Ream,3,78.05,304.39,0.04,12.18,292.21,131.85,160.36,Direct Sales,Rep_02,Completed,54.88,97.4,False,1009
TXN003530,2024-05-24,2024,Q2,May,5,Friday,CUST8371,Enterprise,East,Ipswich,Stationery,Pen Collection,35,34.46,1206.1,0.01,12.06,1194.04,779.22,414.82,Retail,Rep_13,Completed,34.74,34.12,False,874
TXN003531,2023-01-23,2023,Q1,January,1,Monday,CUST2132,Enterprise,West,Cardiff,Stationery,Stapler,27,14.17,382.59,0.06,22.96,359.63,180.88,178.75,Retail,Rep_19,Completed,49.7,13.32,False,387
TXN003532,2023-01-15,2023,Q1,January,1,Sunday,CUST4007,Individual,East,Ipswich,Electronics,Laptop Pro,1,321.4,321.4,0.03,9.64,311.76,149.13,162.63,Online,Rep_15,Completed,52.17,311.76,False,379
TXN003533,2022-05-05,2022,Q2,May,5,Thursday,CUST6544,Individual,North,Leeds,Software,Project Manager,2,493.72,987.44,0.02,19.75,967.69,480.17,487.52,Partner,Rep_18,Completed,50.38,483.84,False,124
TXN003534,2024-07-08,2024,Q3,July,7,Monday,CUST5791,Smb,South,Southampton,Software,Security Pack,11,379.05,4169.55,0.01,41.7,4127.85,2307.71,1820.14,Online,Rep_16,Completed,44.09,375.26,False,919
TXN003535,2024-11-20,2024,Q4,November,11,Wednesday,CUST2011,Government,West,Plymouth,Stationery,Stapler,4,91.67,476.68,0.14,66.74,409.94,257.81,152.13,Retail,Rep_08,Completed,37.11,102.48,False,1054
TXN003536,2024-11-13,2024,Q4,November,11,Wednesday,CUST8193,Individual,North,Newcastle,Electronics,USB-C Hub,5,340.8,2215.2,0.05,110.76,2104.44,1270.66,833.78,Partner,Rep_06,Completed,39.62,420.89,False,1047
TXN003537,2024-04-25,2024,Q2,April,4,Thursday,CUST6508,Smb,South,Bristol,Software,Productivity Suite,5,247.6,1238.0,0.0,0.0,1238.0,498.34,739.66,Direct Sales,Rep_05,Completed,59.75,247.6,False,845
TXN003538,2024-01-24,2024,Q1,January,1,Wednesday,CUST8960,Individual,East,Norwich,Software,Design Pro,2,75.01,150.02,0.04,6.0,144.02,59.4,84.62,Retail,Rep_08,Completed,58.76,72.01,False,753
TXN003539,2023-03-30,2023,Q1,March,3,Thursday,CUST7674,Individual,East,Ipswich,Electronics,Laptop Pro,4,1008.31,4033.24,0.01,40.33,3992.91,2273.23,1719.68,Online,Rep_10,Completed,43.07,998.23,False,453
TXN003540,2022-04-28,2022,Q2,April,4,Thursday,CUST9693,Enterprise,West,Plymouth,Furniture,Filing Cabinet,19,519.39,9868.41,0.02,197.37,9671.04,5986.39,3684.65,Retail,Rep_17,Pending,38.1,509.0,True,117
TXN003541,2023-06-30,2023,Q2,June,6,Friday,CUST2271,Smb,North,Newcastle,Electronics,Laptop Pro,17,1175.55,19984.35,0.0,0.0,19984.35,10751.01,9233.34,Online,Rep_17,Completed,46.2,1175.55,True,545
TXN003542,2024-07-28,2024,Q3,July,7,Sunday,CUST4835,Government,West,Exeter,Electronics,Webcam HD,1,1462.43,1462.43,0.15,219.36,1243.07,796.3,446.77,Direct Sales,Rep_05,Completed,35.94,1243.07,False,939
TXN003543,2022-12-13,2022,Q4,December,12,Tuesday,CUST2381,Enterprise,West,Birmingham,Software,Security Pack,45,486.26,28446.21,0.09,2560.16,25886.05,15416.31,10469.74,Online,Rep_15,Completed,40.45,575.25,True,346
TXN003544,2022-04-16,2022,Q2,April,4,Saturday,CUST2032,Smb,West,Birmingham,Electronics,Webcam HD,14,681.51,9541.14,0.02,190.82,9350.32,6170.88,3179.44,Direct Sales,Unassigned,Completed,34.0,667.88,True,105
TXN003545,2022-07-12,2022,Q3,July,7,Tuesday,CUST8434,Enterprise,East,Cambridge,Electronics,Webcam HD,6,849.52,5097.12,0.02,101.94,4995.18,3375.57,1619.61,Online,Rep_05,Completed,32.42,832.53,True,192
TXN003546,2022-08-28,2022,Q3,August,8,Sunday,CUST6220,Enterprise,South,London,Furniture,Filing Cabinet,9,229.23,2063.07,0.11,226.94,1836.13,1226.46,609.67,Online,Rep_03,Completed,33.2,204.01,False,239
TXN003547,2023-02-06,2023,Q1,February,2,Monday,CUST7259,Government,North,Manchester,Stationery,Stapler,4,65.44,261.76,0.13,34.03,227.73,93.8,133.93,Retail,Rep_04,Completed,58.81,56.93,False,401
TXN003548,2023-09-17,2023,Q3,September,9,Sunday,CUST3940,Smb,West,Cardiff,Electronics,Laptop Pro,20,671.64,13432.8,0.02,268.66,13164.14,8318.46,4845.68,Direct Sales,Rep_19,Pending,36.81,658.21,True,624
TXN003549,2024-11-04,2024,Q4,November,11,Monday,CUST3389,Enterprise,West,Exeter,Software,Productivity Suite,36,454.21,21257.03,0.0,0.0,21257.03,13494.6,7762.43,Online,Rep_11,Completed,36.52,590.47,True,1038
TXN003550,2023-09-10,2023,Q3,September,9,Sunday,CUST3573,Individual,East,Norwich,Software,Security Pack,1,455.47,455.47,0.04,18.22,437.25,261.92,175.33,Direct Sales,Rep_05,Pending,40.1,437.25,False,617
TXN003551,2023-06-24,2023,Q2,June,6,Saturday,CUST6385,Enterprise,West,Plymouth,Electronics,USB-C Hub,21,582.72,12237.12,0.1,1223.71,11013.41,4862.37,6151.04,Direct Sales,Rep_07,Completed,55.85,524.45,True,539
